	.id	set1	set2	intersect	len_set1	len_set2	background	FET.p.val	rank	TF	prev_rank
204	ChEA	TCGA-04-1331-01	KLF1_20508144_CHIPSEQ_FETALLIVERERYTHROID_MOUSE	9	300	947	20000	0.949256150202699	205	KLF1	0.06443914081145585
205	ARCHS4	TCGA-04-1331-01	CBLL2_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	206	CBLL2	0.06510416666666667
206	Enrichr	TCGA-04-1331-01	ZNF491	3	300	299	20000	0.8289592217558602	207	ZNF491	0.06525423728813559
207	GTEx	TCGA-04-1331-01	POU4F2_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	208	POU4F2	0.06545454545454546
208	Enrichr	TCGA-04-1331-01	CEBPZ	3	300	299	20000	0.8289592217558602	209	CEBPZ	0.06610169491525424
209	ARCHS4	TCGA-04-1331-01	ZNF548_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	210	ZNF548	0.06640625
210	GTEx	TCGA-04-1331-01	DLX2_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	211	DLX2	0.06666666666666667
211	ChEA	TCGA-04-1331-01	MYCN_21190229_CHIPSEQ_SHEP21N_HUMAN	2	300	330	20000	0.9600149953549051	212	MYCN	0.06682577565632458
212	Enrichr	TCGA-04-1331-01	ZNF507	3	300	299	20000	0.8289592217558602	213	ZNF507	0.06694915254237288
213	Enrichr	TCGA-04-1331-01	FOXD4L1	3	300	299	20000	0.8289592217558602	214	FOXD4L1	0.06779661016949153
214	ReMap	TCGA-04-1331-01	KLF3	11	300	1448	20000	0.9969492321665595	215	KLF3	0.06779661016949153
215	Enrichr	TCGA-04-1331-01	NR1H4	3	300	299	20000	0.8289592217558602	216	NR1H4	0.06864406779661017
216	ARCHS4	TCGA-04-1331-01	POU3F3_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	217	POU3F3	0.06901041666666667
217	Enrichr	TCGA-04-1331-01	ZNF678	3	300	299	20000	0.8289592217558602	218	ZNF678	0.06949152542372881
218	GTEx	TCGA-04-1331-01	ZKSCAN4_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	219	ZKSCAN4	0.0703030303030303
219	ARCHS4	TCGA-04-1331-01	NR2E1_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	220	NR2E1	0.0703125
220	Enrichr	TCGA-04-1331-01	ZNF586	3	300	299	20000	0.8289592217558602	221	ZNF586	0.07033898305084746
221	Enrichr	TCGA-04-1331-01	ZNF117	3	300	299	20000	0.8289592217558602	222	ZNF117	0.0711864406779661
222	ReMap	TCGA-04-1331-01	OTX2	11	300	1448	20000	0.9969492321665595	223	OTX2	0.0711864406779661
223	GTEx	TCGA-04-1331-01	ZNF607_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	224	ZNF607	0.07151515151515152
224	ChEA	TCGA-04-1331-01	LYL1_20887958_CHIPSEQ_HPC7_MOUSE	5	300	635	20000	0.9635580029285904	225	LYL1	0.07159904534606205
225	ARCHS4	TCGA-04-1331-01	ZNF25_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	226	ZNF25	0.07161458333333333
226	Enrichr	TCGA-04-1331-01	GPR155	3	300	299	20000	0.8289592217558602	227	GPR155	0.07203389830508475
227	GTEx	TCGA-04-1331-01	HOXC13_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	228	HOXC13	0.07272727272727272
228	Enrichr	TCGA-04-1331-01	ZNF195	3	300	299	20000	0.8289592217558602	229	ZNF195	0.07288135593220339
229	ARCHS4	TCGA-04-1331-01	YBX2_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	230	YBX2	0.07291666666666667
230	GTEx	TCGA-04-1331-01	ZNF213_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	231	ZNF213	0.07393939393939394
231	ChEA	TCGA-04-1331-01	AHR_22903824_CHIPSEQ_MCF7_HUMAN	5	300	641	20000	0.9656569201722018	232	AHR	0.07398568019093078
232	ARCHS4	TCGA-04-1331-01	HSFY2_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	233	HSFY2	0.07421875
233	Enrichr	TCGA-04-1331-01	ZNF23	3	300	299	20000	0.8289592217558602	234	ZNF23	0.07457627118644068
234	ReMap	TCGA-04-1331-01	SIX2	11	300	1454	20000	0.9971149745284668	235	SIX2	0.07457627118644068
235	GTEx	TCGA-04-1331-01	GSX1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	236	GSX1	0.07515151515151515
236	Enrichr	TCGA-04-1331-01	LARP7	3	300	299	20000	0.8289592217558602	237	LARP7	0.07542372881355933
237	ARCHS4	TCGA-04-1331-01	FEZF2_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	238	FEZF2	0.07552083333333333
238	Enrichr	TCGA-04-1331-01	ZNF215	3	300	299	20000	0.8289592217558602	239	ZNF215	0.07627118644067797
239	GTEx	TCGA-04-1331-01	ZNF329_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	240	ZNF329	0.07636363636363637
240	ARCHS4	TCGA-04-1331-01	ZNF732_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	241	ZNF732	0.07682291666666667
241	Enrichr	TCGA-04-1331-01	RHOXF2B	3	300	299	20000	0.8289592217558602	242	RHOXF2B	0.07711864406779662
242	GTEx	TCGA-04-1331-01	ARNT_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	243	ARNT	0.07757575757575758
243	Enrichr	TCGA-04-1331-01	ZNF789	3	300	299	20000	0.8289592217558602	244	ZNF789	0.07796610169491526
244	ReMap	TCGA-04-1331-01	MEF2B	11	300	1454	20000	0.9971149745284668	245	MEF2B	0.07796610169491526
245	ARCHS4	TCGA-04-1331-01	ONECUT1_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	246	ONECUT1	0.078125
246	ChEA	TCGA-04-1331-01	NANOG_18700969_CHIPCHIP_MESCS_MOUSE	1	300	227	20000	0.9682694983159229	247	NANOG	0.07875894988066826
247	Enrichr	TCGA-04-1331-01	HMGB2	3	300	299	20000	0.8289592217558602	248	HMGB2	0.0788135593220339
248	ARCHS4	TCGA-04-1331-01	ZNF175_ARCHS4_PEARSON	4	300	300	20000	0.6615231362372122	249	ZNF175	0.07942708333333333
249	Enrichr	TCGA-04-1331-01	ZNF620	3	300	299	20000	0.8289592217558602	250	ZNF620	0.07966101694915254
250	GTEx	TCGA-04-1331-01	PRDM12_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	251	PRDM12	0.08
251	Enrichr	TCGA-04-1331-01	BSX	3	300	299	20000	0.8289592217558602	252	BSX	0.08050847457627118
252	ARCHS4	TCGA-04-1331-01	GCM2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	253	GCM2	0.08072916666666667
253	ChEA	TCGA-04-1331-01	E2F4_17652178_CHIPCHIP_JURKAT_HUMAN	7	300	841	20000	0.9710782703571039	254	E2F4	0.081145584725537
254	GTEx	TCGA-04-1331-01	ARHGAP35_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	255	ARHGAP35	0.08121212121212121
255	Enrichr	TCGA-04-1331-01	ZNF418	3	300	299	20000	0.8289592217558602	256	ZNF418	0.08135593220338982
256	ARCHS4	TCGA-04-1331-01	FOXI2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	257	FOXI2	0.08203125
257	Enrichr	TCGA-04-1331-01	ZNF761	3	300	299	20000	0.8289592217558602	258	ZNF761	0.08220338983050847
258	GTEx	TCGA-04-1331-01	ETV5_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	259	ETV5	0.08242424242424243
259	Enrichr	TCGA-04-1331-01	ZNF774	3	300	299	20000	0.8289592217558602	260	ZNF774	0.08305084745762711
260	ARCHS4	TCGA-04-1331-01	HLF_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	261	HLF	0.08333333333333333
261	ChEA	TCGA-04-1331-01	POU5F1_18555785_CHIPSEQ_MESCS_MOUSE	3	300	466	20000	0.9722583175781851	262	POU5F1	0.08353221957040573
262	GTEx	TCGA-04-1331-01	DEAF1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	263	DEAF1	0.08363636363636363
263	Enrichr	TCGA-04-1331-01	POU6F2	3	300	299	20000	0.8289592217558602	264	POU6F2	0.08389830508474576
264	Enrichr	TCGA-04-1331-01	FOXB2	3	300	299	20000	0.8289592217558602	265	FOXB2	0.0847457627118644
265	ReMap	TCGA-04-1331-01	ZNF740	10	300	1446	20000	0.9987303533262187	266	ZNF740	0.0847457627118644
266	GTEx	TCGA-04-1331-01	DZIP1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	267	DZIP1	0.08484848484848485
267	Enrichr	TCGA-04-1331-01	TPRX1	3	300	299	20000	0.8289592217558602	268	TPRX1	0.08559322033898305
268	ChEA	TCGA-04-1331-01	NR3C1_21868756_CHIPSEQ_MCF10A_HUMAN	9	300	1022	20000	0.972439511393467	269	NR3C1	0.08591885441527446
269	ARCHS4	TCGA-04-1331-01	ZNF627_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	270	ZNF627	0.0859375
270	Enrichr	TCGA-04-1331-01	ZMAT1	3	300	299	20000	0.8289592217558602	271	ZMAT1	0.08644067796610169
271	ARCHS4	TCGA-04-1331-01	SALL4_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	272	SALL4	0.08723958333333333
272	GTEx	TCGA-04-1331-01	SGSM2_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	273	SGSM2	0.08727272727272728
273	Enrichr	TCGA-04-1331-01	ZNF334	3	300	299	20000	0.8289592217558602	274	ZNF334	0.08728813559322034
274	ReMap	TCGA-04-1331-01	PRDM1	10	300	1446	20000	0.9987303533262187	275	PRDM1	0.08813559322033898
275	Enrichr	TCGA-04-1331-01	HMGB4	3	300	299	20000	0.8289592217558602	276	HMGB4	0.08813559322033898
276	ChEA	TCGA-04-1331-01	ELK1_19687146_CHIPCHIP_HELA_HUMAN	7	300	850	20000	0.9733510300271987	277	ELK1	0.0883054892601432
277	ARCHS4	TCGA-04-1331-01	ZNF385B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	278	ZNF385B	0.08854166666666667
278	Enrichr	TCGA-04-1331-01	HMGB3	3	300	299	20000	0.8289592217558602	279	HMGB3	0.08898305084745763
279	GTEx	TCGA-04-1331-01	INSM2_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	280	INSM2	0.08969696969696969
280	Enrichr	TCGA-04-1331-01	ZCCHC11	3	300	299	20000	0.8289592217558602	281	ZCCHC11	0.08983050847457627
281	ARCHS4	TCGA-04-1331-01	HNF4A_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	282	HNF4A	0.08984375
282	Enrichr	TCGA-04-1331-01	PRMT3	3	300	299	20000	0.8289592217558602	283	PRMT3	0.09067796610169492
283	GTEx	TCGA-04-1331-01	ZIM2_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	284	ZIM2	0.09090909090909091
284	ARCHS4	TCGA-04-1331-01	ZNF497_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	285	ZNF497	0.09114583333333333
285	ReMap	TCGA-04-1331-01	RUNX3	10	300	1448	20000	0.9987554199023966	286	RUNX3	0.09152542372881356
286	Enrichr	TCGA-04-1331-01	RFX3	3	300	299	20000	0.8289592217558602	287	RFX3	0.09152542372881356
287	GTEx	TCGA-04-1331-01	NR0B1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	288	NR0B1	0.09212121212121212
288	Enrichr	TCGA-04-1331-01	TAL1	3	300	299	20000	0.8289592217558602	289	TAL1	0.0923728813559322
289	ARCHS4	TCGA-04-1331-01	ZNF804B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	290	ZNF804B	0.09244791666666667
290	ChEA	TCGA-04-1331-01	SMAD4_19686287_CHIPCHIP_HACAT_HUMAN	2	300	371	20000	0.9764674033670099	291	SMAD4	0.09307875894988067
291	Enrichr	TCGA-04-1331-01	RORA	3	300	299	20000	0.8289592217558602	292	RORA	0.09322033898305085
292	GTEx	TCGA-04-1331-01	TCF7L1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	293	TCF7L1	0.09333333333333334
293	GTEx	TCGA-04-1331-01	MSANTD1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	294	MSANTD1	0.09454545454545454
294	Enrichr	TCGA-04-1331-01	TGIF2LX	3	300	299	20000	0.8289592217558602	295	TGIF2LX	0.09491525423728814
295	ReMap	TCGA-04-1331-01	BRF2	10	300	1448	20000	0.9987554199023966	296	BRF2	0.09491525423728814
296	ARCHS4	TCGA-04-1331-01	ZFX_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	297	ZFX	0.09505208333333333
297	GTEx	TCGA-04-1331-01	FBXL19_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	298	FBXL19	0.09575757575757576
298	ARCHS4	TCGA-04-1331-01	BHLHA9_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	299	BHLHA9	0.09635416666666667
299	Enrichr	TCGA-04-1331-01	ZFPM2	3	300	299	20000	0.8289592217558602	300	ZFPM2	0.09661016949152543
300	Enrichr	TCGA-04-1331-01	ZNF485	3	300	299	20000	0.8289592217558602	301	ZNF485	0.09745762711864407
301	ARCHS4	TCGA-04-1331-01	FOXJ1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	302	FOXJ1	0.09765625
302	ChEA	TCGA-04-1331-01	EGR1_19032775_CHIPCHIP_M12_HUMAN	1	300	250	20000	0.9776808265187841	303	EGR1	0.09785202863961814
303	GTEx	TCGA-04-1331-01	ZNF19_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	304	ZNF19	0.09818181818181818
304	Enrichr	TCGA-04-1331-01	MAEL	3	300	299	20000	0.8289592217558602	305	MAEL	0.09830508474576272
305	ReMap	TCGA-04-1331-01	NR4A1	10	300	1452	20000	0.9988041431743472	306	NR4A1	0.09830508474576272
306	ARCHS4	TCGA-04-1331-01	MITF_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	307	MITF	0.09895833333333333
307	Enrichr	TCGA-04-1331-01	ZNF626	3	300	299	20000	0.8289592217558602	308	ZNF626	0.09915254237288136
308	GTEx	TCGA-04-1331-01	SIX3_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	309	SIX3	0.0993939393939394
309	Enrichr	TCGA-04-1331-01	RAPGEF4	3	300	299	20000	0.8289592217558602	310	RAPGEF4	0.1
310	ARCHS4	TCGA-04-1331-01	GLI3_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	311	GLI3	0.10026041666666667
311	GTEx	TCGA-04-1331-01	DPF1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	312	DPF1	0.1006060606060606
312	Enrichr	TCGA-04-1331-01	ZNF100	3	300	299	20000	0.8289592217558602	313	ZNF100	0.10084745762711865
313	ARCHS4	TCGA-04-1331-01	HSFY1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	314	HSFY1	0.1015625
314	ReMap	TCGA-04-1331-01	SOX10	10	300	1452	20000	0.9988041431743472	315	SOX10	0.1016949152542373
315	Enrichr	TCGA-04-1331-01	HSF4	3	300	299	20000	0.8289592217558602	316	HSF4	0.1016949152542373
316	GTEx	TCGA-04-1331-01	PIN1_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	317	PIN1	0.10181818181818182
317	Enrichr	TCGA-04-1331-01	PKHD1L1	3	300	299	20000	0.8289592217558602	318	PKHD1L1	0.10254237288135593
318	ChEA	TCGA-04-1331-01	TP53_20018659_CHIPCHIP_R1E_MOUSE	8	300	982	20000	0.9818627571723516	319	TP53	0.1026252983293556
319	ARCHS4	TCGA-04-1331-01	ATOH7_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	320	ATOH7	0.10286458333333333
320	GTEx	TCGA-04-1331-01	RAX_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	321	RAX	0.10303030303030303
321	Enrichr	TCGA-04-1331-01	ZNF827	3	300	299	20000	0.8289592217558602	322	ZNF827	0.10338983050847457
322	GTEx	TCGA-04-1331-01	ZNF20_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	323	ZNF20	0.10424242424242425
323	ChEA	TCGA-04-1331-01	CDX2_19796622_CHIPSEQ_MESCS_MOUSE	1	300	275	20000	0.9847809018963998	324	CDX2	0.10501193317422435
324	ReMap	TCGA-04-1331-01	STAT2	10	300	1452	20000	0.9988041431743472	325	STAT2	0.10508474576271186
325	GTEx	TCGA-04-1331-01	ZNF624_GTEX_PEARSON	4	300	300	20000	0.6615231362372122	326	ZNF624	0.10545454545454545
326	ARCHS4	TCGA-04-1331-01	ZNF239_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	327	ZNF239	0.10546875
327	Enrichr	TCGA-04-1331-01	FAM171B	3	300	299	20000	0.8289592217558602	328	FAM171B	0.1059322033898305
328	GTEx	TCGA-04-1331-01	ZNF513_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	329	ZNF513	0.10666666666666667
329	Enrichr	TCGA-04-1331-01	NPAS1	3	300	299	20000	0.8289592217558602	330	NPAS1	0.10677966101694915
330	ChEA	TCGA-04-1331-01	SOX2_18555785_CHIPSEQ_MESCS_MOUSE	2	300	405	20000	0.9849557646537186	331	SOX2	0.10739856801909307
331	Enrichr	TCGA-04-1331-01	ZNF257	3	300	299	20000	0.8289592217558602	332	ZNF257	0.10762711864406779
332	GTEx	TCGA-04-1331-01	AKR1B1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	333	AKR1B1	0.10787878787878788
333	ARCHS4	TCGA-04-1331-01	ZIC2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	334	ZIC2	0.10807291666666667
334	ReMap	TCGA-04-1331-01	NCOA2	10	300	1454	20000	0.9988278165711615	335	NCOA2	0.10847457627118644
335	Enrichr	TCGA-04-1331-01	ZNF431	3	300	299	20000	0.8289592217558602	336	ZNF431	0.10847457627118644
336	GTEx	TCGA-04-1331-01	ZNF683_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	337	ZNF683	0.10909090909090909
337	Enrichr	TCGA-04-1331-01	SP6	3	300	299	20000	0.8289592217558602	338	SP6	0.10932203389830508
338	ARCHS4	TCGA-04-1331-01	NEUROD6_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	339	NEUROD6	0.109375
339	ChEA	TCGA-04-1331-01	STAT3_20064451_CHIPSEQ_CD4T_MOUSE	7	300	916	20000	0.9856286960392896	340	STAT3	0.10978520286396182
340	Enrichr	TCGA-04-1331-01	MBNL3	3	300	299	20000	0.8289592217558602	341	MBNL3	0.11016949152542373
341	GTEx	TCGA-04-1331-01	RAX2_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	342	RAX2	0.1103030303030303
342	ARCHS4	TCGA-04-1331-01	PRDM6_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	343	PRDM6	0.11067708333333333
343	Enrichr	TCGA-04-1331-01	ZNF417	3	300	299	20000	0.8289592217558602	344	ZNF417	0.11101694915254237
344	GTEx	TCGA-04-1331-01	HES5_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	345	HES5	0.11151515151515151
345	Enrichr	TCGA-04-1331-01	ZNF221	3	300	299	20000	0.8289592217558602	346	ZNF221	0.11186440677966102
346	ReMap	TCGA-04-1331-01	NR1H3	10	300	1454	20000	0.9988278165711615	347	NR1H3	0.11186440677966102
347	ARCHS4	TCGA-04-1331-01	ZFP42_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	348	ZFP42	0.11197916666666667
348	Enrichr	TCGA-04-1331-01	CD36	2	300	299	20000	0.9407705674312575	349	CD36	0.11271186440677966
349	GTEx	TCGA-04-1331-01	HNF1A_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	350	HNF1A	0.11272727272727273
350	ARCHS4	TCGA-04-1331-01	RBSN_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	351	RBSN	0.11328125
351	Enrichr	TCGA-04-1331-01	ZNF566	2	300	299	20000	0.9407705674312575	352	ZNF566	0.1135593220338983
352	Enrichr	TCGA-04-1331-01	GLIS1	2	300	299	20000	0.9407705674312575	353	GLIS1	0.11440677966101695
353	ChEA	TCGA-04-1331-01	KLF4_25985364_CHIPSEQ_ATHEROSCLEROSIS_LESION_MOUSE	7	300	926	20000	0.986945566629169	354	KLF4	0.11455847255369929
354	ARCHS4	TCGA-04-1331-01	TFDP3_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	355	TFDP3	0.11458333333333333
355	Enrichr	TCGA-04-1331-01	HILS1	2	300	299	20000	0.9407705674312575	356	HILS1	0.1152542372881356
356	ReMap	TCGA-04-1331-01	FOXP1	10	300	1454	20000	0.9988278165711615	357	FOXP1	0.1152542372881356
357	ARCHS4	TCGA-04-1331-01	ZNF606_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	358	ZNF606	0.11588541666666667
358	ChEA	TCGA-04-1331-01	IRF8_22096565_CHIPCHIP_GCB_MOUSE	3	300	532	20000	0.9873516618647892	359	IRF8	0.11694510739856802
359	Enrichr	TCGA-04-1331-01	NRF1	2	300	299	20000	0.9407705674312575	360	NRF1	0.11694915254237288
360	ARCHS4	TCGA-04-1331-01	ZGLP1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	361	ZGLP1	0.1171875
361	GTEx	TCGA-04-1331-01	RFX1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	362	RFX1	0.11757575757575757
362	Enrichr	TCGA-04-1331-01	ZNF365	2	300	299	20000	0.9407705674312575	363	ZNF365	0.11779661016949153
363	ARCHS4	TCGA-04-1331-01	GSX2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	364	GSX2	0.11848958333333333
364	Enrichr	TCGA-04-1331-01	HES2	2	300	299	20000	0.9407705674312575	365	HES2	0.11864406779661017
365	GTEx	TCGA-04-1331-01	ZBTB9_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	366	ZBTB9	0.11878787878787879
366	ChEA	TCGA-04-1331-01	ZIC3_20872845_CHIPCHIP_MESCS_MOUSE	1	300	289	20000	0.9877206838725269	367	ZIC3	0.11933174224343675
367	Enrichr	TCGA-04-1331-01	LBX1	2	300	299	20000	0.9407705674312575	368	LBX1	0.11949152542372882
368	ARCHS4	TCGA-04-1331-01	GFI1B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	369	GFI1B	0.11979166666666667
369	GTEx	TCGA-04-1331-01	ZNF487_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	370	ZNF487	0.12
370	Enrichr	TCGA-04-1331-01	ALX4	2	300	299	20000	0.9407705674312575	371	ALX4	0.12033898305084746
371	ARCHS4	TCGA-04-1331-01	CCDC169SOHLH2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	372	CCDC169SOHLH2	0.12109375
372	Enrichr	TCGA-04-1331-01	DMRTA2	2	300	299	20000	0.9407705674312575	373	DMRTA2	0.1211864406779661
373	Enrichr	TCGA-04-1331-01	ZNF596	2	300	299	20000	0.9407705674312575	374	ZNF596	0.12203389830508475
374	ReMap	TCGA-04-1331-01	CEBPG	9	300	1446	20000	0.9995332714680873	375	CEBPG	0.12203389830508475
375	ARCHS4	TCGA-04-1331-01	CREB3L3_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	376	CREB3L3	0.12239583333333333
376	GTEx	TCGA-04-1331-01	ZNF677_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	377	ZNF677	0.12242424242424242
377	Enrichr	TCGA-04-1331-01	ZNF416	2	300	299	20000	0.9407705674312575	378	ZNF416	0.1228813559322034
378	Enrichr	TCGA-04-1331-01	PROX1	2	300	299	20000	0.9407705674312575	379	PROX1	0.12372881355932204
379	Enrichr	TCGA-04-1331-01	RAG1	2	300	299	20000	0.9407705674312575	380	RAG1	0.12457627118644068
380	GTEx	TCGA-04-1331-01	GC_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	381	GC	0.12484848484848485
381	ReMap	TCGA-04-1331-01	MEIS2	9	300	1446	20000	0.9995332714680873	382	MEIS2	0.12542372881355932
382	Enrichr	TCGA-04-1331-01	DMRT2	2	300	299	20000	0.9407705674312575	383	DMRT2	0.12542372881355932
383	GTEx	TCGA-04-1331-01	ARNT2_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	384	ARNT2	0.12606060606060607
384	Enrichr	TCGA-04-1331-01	ZNF521	2	300	299	20000	0.9407705674312575	385	ZNF521	0.12627118644067797
385	ARCHS4	TCGA-04-1331-01	ZNF512_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	386	ZNF512	0.12630208333333334
386	ChEA	TCGA-04-1331-01	NMYC_18555785_CHIPSEQ_ESCS_MOUSE	15	300	1647	20000	0.9890493778760261	387	NMYC	0.12649164677804295
387	Enrichr	TCGA-04-1331-01	SOX6	2	300	299	20000	0.9407705674312575	388	SOX6	0.1271186440677966
388	ARCHS4	TCGA-04-1331-01	POU2AF1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	389	POU2AF1	0.12760416666666666
389	Enrichr	TCGA-04-1331-01	ZNF749	2	300	299	20000	0.9407705674312575	390	ZNF749	0.12796610169491526
390	GTEx	TCGA-04-1331-01	KCNIP3_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	391	KCNIP3	0.12848484848484848
391	ReMap	TCGA-04-1331-01	TFDP1	9	300	1448	20000	0.9995431137340584	392	TFDP1	0.1288135593220339
392	Enrichr	TCGA-04-1331-01	PAX9	2	300	299	20000	0.9407705674312575	393	PAX9	0.1288135593220339
393	ARCHS4	TCGA-04-1331-01	ESRRG_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	394	ESRRG	0.12890625
394	Enrichr	TCGA-04-1331-01	FOXD2	2	300	299	20000	0.9407705674312575	395	FOXD2	0.12966101694915255
395	GTEx	TCGA-04-1331-01	ZNF318_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	396	ZNF318	0.1296969696969697
396	ARCHS4	TCGA-04-1331-01	ZNF770_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	397	ZNF770	0.13020833333333334
397	Enrichr	TCGA-04-1331-01	OLIG3	2	300	299	20000	0.9407705674312575	398	OLIG3	0.13050847457627118
398	ChEA	TCGA-04-1331-01	MYC_20876797_CHIPCHIP_MEDULLOBLASTOMA_HUMAN	11	300	1315	20000	0.989959908852981	399	MYC	0.13126491646778043
399	Enrichr	TCGA-04-1331-01	ZNF473	2	300	299	20000	0.9407705674312575	400	ZNF473	0.13135593220338984
400	ARCHS4	TCGA-04-1331-01	RORB_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	401	RORB	0.13151041666666666
401	GTEx	TCGA-04-1331-01	NFYA_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	402	NFYA	0.1321212121212121
402	Enrichr	TCGA-04-1331-01	TBX2	2	300	299	20000	0.9407705674312575	403	TBX2	0.13220338983050847
403	ReMap	TCGA-04-1331-01	LHX2	9	300	1448	20000	0.9995431137340584	404	LHX2	0.13220338983050847
404	ARCHS4	TCGA-04-1331-01	ZFP37_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	405	ZFP37	0.1328125
405	Enrichr	TCGA-04-1331-01	ZNF442	2	300	299	20000	0.9407705674312575	406	ZNF442	0.13305084745762713
406	GTEx	TCGA-04-1331-01	ZNF428_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	407	ZNF428	0.13333333333333333
407	ChEA	TCGA-04-1331-01	TEAD4_26923725_CHIPSEQ_HEMANGIOBLAST_MOUSE	2	300	442	20000	0.9908186578522636	408	TEAD4	0.13365155131264916
